u_id,cc_cst_no
cst_id046278,
cst_id000259,cc_cst_no002246
cst_id036190,cc_cst_no072349
cst_id036190,cc_cst_no045223
cst_id042558,cc_cst_no022255
cst_id042558,cc_cst_no059204
cst_id052514,cc_cst_no040185
cst_id052514,cc_cst_no066469
cst_id034999,cc_cst_no044332
cst_id034999,cc_cst_no067962
cst_id052794,cc_cst_no035584
cst_id013645,cc_cst_no027704
cst_id060856,
cst_id019243,cc_cst_no041004
cst_id025019,cc_cst_no043060
cst_id015319,cc_cst_no031597
cst_id012560,
cst_id037008,cc_cst_no041699
cst_id004442,cc_cst_no008646
cst_id072297,cc_cst_no047644
cst_id047775,cc_cst_no026758
cst_id021520,
cst_id051397,cc_cst_no023624
cst_id067463,
cst_id069814,cc_cst_no054653
cst_id034320,cc_cst_no010272
cst_id049097,
cst_id014774,cc_cst_no032080
cst_id072778,
cst_id054272,cc_cst_no069753
cst_id054272,cc_cst_no053790
cst_id068139,cc_cst_no045824
cst_id036067,cc_cst_no031705
cst_id036067,cc_cst_no062811
cst_id057137,cc_cst_no025998
cst_id025394,
cst_id065059,cc_cst_no036770
cst_id065059,cc_cst_no065216
cst_id069176,cc_cst_no068844
cst_id069176,cc_cst_no048211
cst_id009783,cc_cst_no071578
cst_id009783,cc_cst_no054993
cst_id053162,cc_cst_no031445
cst_id072111,cc_cst_no047354
cst_id052816,
cst_id062441,
cst_id071760,cc_cst_no049494
cst_id062587,cc_cst_no033970
cst_id041709,
cst_id038926,cc_cst_no033992
cst_id061673,
cst_id053397,cc_cst_no059522
cst_id053397,cc_cst_no027924
cst_id075007,
cst_id067537,
cst_id005382,cc_cst_no019436
cst_id051453,cc_cst_no044112
cst_id013702,cc_cst_no004768
cst_id049464,cc_cst_no054720
cst_id064159,
cst_id004460,cc_cst_no012762
cst_id072109,
cst_id035660,cc_cst_no058257
cst_id035660,cc_cst_no041990
cst_id033974,
cst_id063588,cc_cst_no034757
cst_id049906,cc_cst_no036479
cst_id000194,cc_cst_no002106
cst_id017314,cc_cst_no026319
cst_id017314,cc_cst_no060267
cst_id058505,cc_cst_no035703
cst_id026196,
cst_id028445,
cst_id067481,
cst_id074845,cc_cst_no070693
cst_id069227,cc_cst_no069069
cst_id069227,cc_cst_no049164
cst_id002084,cc_cst_no032516
cst_id023828,cc_cst_no058835
cst_id023828,cc_cst_no013018
cst_id054563,
cst_id063979,cc_cst_no034760
cst_id045035,cc_cst_no044635
cst_id055339,cc_cst_no023755
cst_id054490,cc_cst_no038658
cst_id023522,cc_cst_no024483
cst_id008311,cc_cst_no000798
cst_id067210,cc_cst_no067893
cst_id067210,cc_cst_no044142
cst_id032337,cc_cst_no026099
cst_id026227,
cst_id027453,
cst_id057306,cc_cst_no055990
cst_id049004,
cst_id015720,
cst_id070429,
cst_id057400,cc_cst_no060286
cst_id056975,cc_cst_no029421
cst_id054842,cc_cst_no071560
cst_id054842,cc_cst_no047475
cst_id065263,
cst_id014593,cc_cst_no061424
cst_id014593,cc_cst_no028781
cst_id048785,cc_cst_no026150
cst_id068794,cc_cst_no046838
cst_id036584,cc_cst_no043453
cst_id036584,cc_cst_no058101
cst_id002758,cc_cst_no020931
cst_id035167,cc_cst_no044999
cst_id067576,cc_cst_no051392
cst_id035141,
cst_id014527,cc_cst_no010132
cst_id069848,
cst_id008416,
cst_id004973,
cst_id030042,cc_cst_no010453
cst_id006651,cc_cst_no019406
cst_id069399,
cst_id055590,cc_cst_no034273
cst_id055590,cc_cst_no064037
cst_id023263,cc_cst_no006087
cst_id009010,cc_cst_no001748
cst_id017313,cc_cst_no026982
cst_id050793,cc_cst_no069817
cst_id050793,cc_cst_no051096
cst_id031642,cc_cst_no040674
cst_id049998,
cst_id063680,cc_cst_no040706
cst_id063680,cc_cst_no066657
cst_id075689,
cst_id046636,cc_cst_no032629
cst_id036247,cc_cst_no057887
cst_id036247,cc_cst_no075818
cst_id064963,cc_cst_no043291
cst_id007394,cc_cst_no000568
cst_id048803,cc_cst_no067666
cst_id047257,cc_cst_no061597
cst_id071600,cc_cst_no068605
cst_id056346,cc_cst_no026686
cst_id056346,cc_cst_no060624
cst_id059037,
cst_id030895,cc_cst_no062596
cst_id057805,
cst_id053217,cc_cst_no057457
cst_id003283,cc_cst_no012546
cst_id033523,cc_cst_no019912
cst_id009129,
cst_id023269,cc_cst_no006121
cst_id075503,
cst_id036589,cc_cst_no040730
cst_id076435,
cst_id012262,cc_cst_no025200
cst_id049390,cc_cst_no024049
cst_id029823,
cst_id047373,cc_cst_no048407
cst_id033849,cc_cst_no016358
cst_id033849,cc_cst_no058704
cst_id042511,cc_cst_no069001
cst_id042511,cc_cst_no048916
cst_id058906,cc_cst_no027803
cst_id004687,cc_cst_no024492
cst_id036135,cc_cst_no047314
cst_id068714,cc_cst_no042701
cst_id023323,cc_cst_no006290
cst_id029372,cc_cst_no016204
cst_id075613,
cst_id014422,
cst_id019793,cc_cst_no025492
cst_id056802,
cst_id054593,cc_cst_no030474
cst_id077546,
cst_id064298,cc_cst_no053819
cst_id053903,cc_cst_no062292
cst_id052291,cc_cst_no069844
cst_id052291,cc_cst_no051194
cst_id031662,
cst_id059580,cc_cst_no063180
cst_id059580,cc_cst_no032306
cst_id074972,
cst_id057287,cc_cst_no060213
cst_id075203,
cst_id041234,cc_cst_no070350
cst_id041234,cc_cst_no052633
cst_id028577,cc_cst_no026028
cst_id069562,cc_cst_no056864
cst_id027949,cc_cst_no016557
cst_id034097,
cst_id007679,cc_cst_no006848
cst_id036979,
cst_id004298,cc_cst_no031651
cst_id062105,cc_cst_no063326
cst_id062105,cc_cst_no032636
cst_id049170,
cst_id005907,cc_cst_no018616
cst_id030912,
cst_id064510,cc_cst_no035540
cst_id064510,cc_cst_no064655
cst_id063430,
cst_id070190,
cst_id064547,cc_cst_no046321
cst_id032070,
cst_id000340,cc_cst_no014725
cst_id007899,
cst_id031541,cc_cst_no015116
cst_id031541,cc_cst_no064672
cst_id070070,cc_cst_no051574
cst_id038254,cc_cst_no035342
cst_id038254,cc_cst_no064566
cst_id019403,cc_cst_no023417
cst_id060477,
cst_id057220,cc_cst_no072239
cst_id057220,cc_cst_no026096
cst_id009260,cc_cst_no045833
cst_id028627,cc_cst_no038593
cst_id004134,
cst_id011111,cc_cst_no072782
cst_id020195,cc_cst_no050230
cst_id074141,
cst_id014426,cc_cst_no005699
cst_id046036,cc_cst_no035319
cst_id046036,cc_cst_no064557
cst_id001144,cc_cst_no019187
cst_id001144,cc_cst_no065937
cst_id061756,cc_cst_no031393
cst_id061756,cc_cst_no062645
cst_id021013,
cst_id037961,cc_cst_no059683
cst_id022722,cc_cst_no003819
cst_id048140,cc_cst_no018670
cst_id062136,cc_cst_no032020
cst_id065971,cc_cst_no065803
cst_id065971,cc_cst_no037916
cst_id030196,cc_cst_no020149
cst_id049017,cc_cst_no019866
cst_id004452,cc_cst_no008777
cst_id017260,
cst_id055115,cc_cst_no067934
cst_id055115,cc_cst_no023854
cst_id030638,cc_cst_no015743
cst_id065937,
cst_id056578,cc_cst_no049338
cst_id014779,
cst_id049348,cc_cst_no048035
cst_id006267,cc_cst_no004815
cst_id022591,cc_cst_no003360
cst_id008923,cc_cst_no020426
cst_id020638,cc_cst_no068375
cst_id020638,cc_cst_no045782
cst_id067676,cc_cst_no057971
cst_id053977,
cst_id063342,
cst_id044905,cc_cst_no055297
cst_id008092,cc_cst_no007116
cst_id022120,cc_cst_no068482
cst_id022120,cc_cst_no046233
cst_id029678,cc_cst_no052374
cst_id013971,cc_cst_no004600
cst_id038381,cc_cst_no066045
cst_id038381,cc_cst_no038617
cst_id018057,cc_cst_no053814
cst_id077242,
cst_id076540,cc_cst_no075150
cst_id002622,cc_cst_no014373
cst_id021583,cc_cst_no020905
cst_id061336,cc_cst_no031525
cst_id073739,
cst_id070505,cc_cst_no044787
cst_id041193,cc_cst_no050826
cst_id041193,cc_cst_no069700
cst_id069451,
cst_id051491,cc_cst_no050749
cst_id037057,cc_cst_no027330
cst_id060196,
cst_id000350,cc_cst_no019460
cst_id025851,cc_cst_no031411
cst_id045470,
cst_id075422,
cst_id023764,cc_cst_no023615
cst_id057197,cc_cst_no061585
cst_id057197,cc_cst_no029141
cst_id012209,cc_cst_no004160
cst_id020709,cc_cst_no010150
cst_id060746,cc_cst_no065526
cst_id060746,cc_cst_no037332
cst_id055908,
cst_id003995,cc_cst_no021866
cst_id062910,cc_cst_no035928
cst_id073769,
cst_id068938,
cst_id040473,
cst_id027569,cc_cst_no009419
cst_id037465,cc_cst_no016334
cst_id037465,cc_cst_no058487
cst_id020140,cc_cst_no069343
cst_id020140,cc_cst_no013805
cst_id033592,cc_cst_no009902
cst_id054758,cc_cst_no033825
cst_id028901,cc_cst_no011757
cst_id075073,
cst_id023910,cc_cst_no064762
cst_id023910,cc_cst_no025417
cst_id015396,cc_cst_no008113
cst_id049550,cc_cst_no044318
cst_id023105,cc_cst_no053418
cst_id031842,
cst_id027705,cc_cst_no027022
cst_id027705,cc_cst_no060696
cst_id040156,cc_cst_no064122
cst_id040156,cc_cst_no034472
cst_id060167,cc_cst_no061651
cst_id060167,cc_cst_no029280
cst_id040496,cc_cst_no040198
cst_id009757,cc_cst_no038147
cst_id066105,
cst_id073335,cc_cst_no049508
cst_id054693,cc_cst_no023101
cst_id014119,
cst_id001085,cc_cst_no038592
cst_id001085,cc_cst_no066039
cst_id019503,cc_cst_no024336
cst_id024121,cc_cst_no009686
cst_id024121,cc_cst_no060924
cst_id005252,cc_cst_no067705
cst_id005252,cc_cst_no037852
cst_id064432,
cst_id012801,cc_cst_no062213
cst_id012801,cc_cst_no015878
cst_id017719,
cst_id022926,cc_cst_no058770
cst_id014890,cc_cst_no014490
cst_id048098,cc_cst_no060560
cst_id048098,cc_cst_no026833
cst_id025938,cc_cst_no063245
cst_id025938,cc_cst_no007352
cst_id065382,cc_cst_no051536
cst_id004848,cc_cst_no004406
cst_id005246,cc_cst_no069554
cst_id005246,cc_cst_no050481
cst_id068656,cc_cst_no070009
cst_id009756,
cst_id031282,cc_cst_no059529
cst_id031282,cc_cst_no024355
cst_id056946,
cst_id004339,cc_cst_no061158
cst_id004339,cc_cst_no028162
cst_id031994,cc_cst_no008915
cst_id037606,cc_cst_no043795
cst_id065481,cc_cst_no042573
cst_id065481,cc_cst_no067348
cst_id047346,cc_cst_no059965
cst_id047346,cc_cst_no025355
cst_id003992,cc_cst_no010993
cst_id045761,cc_cst_no043658
cst_id045761,cc_cst_no067776
cst_id031373,cc_cst_no037773
cst_id061660,cc_cst_no069516
cst_id061660,cc_cst_no046466
cst_id002784,cc_cst_no017209
cst_id044069,cc_cst_no049568
cst_id077309,
cst_id033740,cc_cst_no019220
cst_id043029,cc_cst_no013870
cst_id005569,cc_cst_no000430
cst_id002012,cc_cst_no010094
cst_id044625,
cst_id018181,cc_cst_no007271
cst_id018181,cc_cst_no064316
cst_id016067,cc_cst_no015801
cst_id055823,
cst_id011747,cc_cst_no028939
cst_id011747,cc_cst_no061490
cst_id023441,cc_cst_no006626
cst_id015810,
cst_id066557,cc_cst_no038820
cst_id025748,cc_cst_no018741
cst_id048880,cc_cst_no040099
cst_id012876,cc_cst_no021865
cst_id075493,
cst_id033421,
cst_id062913,cc_cst_no038561
cst_id024059,cc_cst_no007447
cst_id003190,cc_cst_no008152
cst_id063672,cc_cst_no045638
cst_id023088,cc_cst_no005495
cst_id070370,cc_cst_no054043
cst_id016070,cc_cst_no013779
cst_id032165,
cst_id047889,cc_cst_no037586
cst_id047889,cc_cst_no065383
cst_id060755,cc_cst_no049336
cst_id066228,
cst_id029130,cc_cst_no015288
cst_id059427,cc_cst_no028391
cst_id059427,cc_cst_no061268
cst_id063924,cc_cst_no066996
cst_id063924,cc_cst_no034681
cst_id037804,cc_cst_no011968
cst_id039876,
cst_id054207,cc_cst_no060021
cst_id054207,cc_cst_no025714
cst_id022318,cc_cst_no030410
cst_id017268,cc_cst_no059303
cst_id033961,cc_cst_no011920
cst_id027765,cc_cst_no044547
cst_id062242,cc_cst_no035097
cst_id062242,cc_cst_no064440
cst_id010464,cc_cst_no020751
cst_id022471,cc_cst_no002899
cst_id035994,cc_cst_no010957
cst_id040732,
cst_id028829,cc_cst_no075638
cst_id034316,cc_cst_no063998
cst_id034316,cc_cst_no020544
cst_id042423,cc_cst_no023812
cst_id004462,cc_cst_no020646
cst_id071154,
cst_id018631,cc_cst_no007451
cst_id052733,cc_cst_no029956
cst_id050270,cc_cst_no039260
cst_id074294,cc_cst_no050737
cst_id074294,cc_cst_no069664
cst_id023716,cc_cst_no062863
cst_id023716,cc_cst_no007403
cst_id008457,
cst_id030888,
cst_id037637,cc_cst_no011876
cst_id012298,cc_cst_no037074
cst_id012298,cc_cst_no059610
cst_id036086,cc_cst_no058522
cst_id036086,cc_cst_no014754
cst_id016845,cc_cst_no005876
cst_id016845,cc_cst_no067911
cst_id065083,cc_cst_no036513
cst_id065151,cc_cst_no044245
cst_id065151,cc_cst_no067935
cst_id012267,cc_cst_no024337
cst_id056977,
cst_id060626,cc_cst_no047305
cst_id022212,cc_cst_no001289
cst_id025530,cc_cst_no064758
cst_id047870,cc_cst_no016936
cst_id021746,cc_cst_no044350
cst_id056857,cc_cst_no025598
cst_id054431,cc_cst_no051083
cst_id012890,
cst_id039367,cc_cst_no012793
cst_id058702,
cst_id021443,cc_cst_no063668
cst_id021443,cc_cst_no031584
cst_id040321,cc_cst_no041489
cst_id026068,cc_cst_no009120
cst_id051124,cc_cst_no049920
cst_id051124,cc_cst_no069278
cst_id017289,cc_cst_no008052
cst_id032875,cc_cst_no023805
cst_id037513,cc_cst_no067304
cst_id037513,cc_cst_no043140
cst_id036578,
cst_id032324,cc_cst_no008978
cst_id004360,
cst_id036965,cc_cst_no039658
cst_id035626,cc_cst_no069151
cst_id035626,cc_cst_no049484
cst_id032191,cc_cst_no036878
cst_id018329,cc_cst_no032772
cst_id040558,cc_cst_no025793
cst_id055826,
cst_id077709,cc_cst_no072934
cst_id077709,cc_cst_no056468
cst_id043717,
cst_id016407,cc_cst_no065307
cst_id045426,cc_cst_no066199
cst_id065426,cc_cst_no046937
cst_id060656,cc_cst_no064951
cst_id060656,cc_cst_no036184
cst_id023832,cc_cst_no027801
cst_id027719,cc_cst_no053445
cst_id027719,cc_cst_no070522
cst_id012299,cc_cst_no025455
cst_id017171,cc_cst_no004143
cst_id061798,cc_cst_no031471
cst_id075622,
cst_id046968,cc_cst_no021335
cst_id017867,cc_cst_no061823
cst_id017867,cc_cst_no029593
cst_id033326,cc_cst_no068523
cst_id033326,cc_cst_no033419
cst_id022371,cc_cst_no002436
cst_id035248,cc_cst_no010631
cst_id034901,cc_cst_no023788
cst_id039080,cc_cst_no013115
cst_id060821,cc_cst_no052828
cst_id006527,cc_cst_no002070
cst_id055107,cc_cst_no023564
cst_id051153,
cst_id035627,cc_cst_no037838
cst_id039125,cc_cst_no072476
cst_id039125,cc_cst_no055988
cst_id075553,
cst_id049005,cc_cst_no025261
cst_id063592,
cst_id001905,cc_cst_no000281
cst_id023433,
cst_id027479,cc_cst_no035080
cst_id027479,cc_cst_no067176
cst_id005744,
cst_id040294,
cst_id018275,cc_cst_no009054
cst_id018275,cc_cst_no058553
cst_id054984,cc_cst_no034675
cst_id072955,
cst_id073843,
cst_id070441,
cst_id007542,cc_cst_no027177
cst_id070320,cc_cst_no053366
cst_id011443,cc_cst_no009496
cst_id046416,cc_cst_no058851
cst_id042430,cc_cst_no030730
cst_id042430,cc_cst_no061850
cst_id003448,cc_cst_no002538
cst_id066255,
cst_id047106,cc_cst_no023691
cst_id004683,cc_cst_no020694
cst_id067315,cc_cst_no039950
cst_id019888,cc_cst_no058173
cst_id077367,
cst_id016004,cc_cst_no007795
cst_id075177,
cst_id069696,cc_cst_no046806
cst_id073095,
cst_id013322,cc_cst_no000817
cst_id042321,cc_cst_no035228
cst_id031083,
cst_id044408,cc_cst_no058313
cst_id020626,cc_cst_no052993
cst_id012030,cc_cst_no007728
cst_id000490,cc_cst_no028320
cst_id019259,
cst_id032266,cc_cst_no027665
cst_id060939,cc_cst_no069968
cst_id060939,cc_cst_no051540
cst_id006593,cc_cst_no001573
cst_id052662,cc_cst_no051614
cst_id070775,
cst_id067052,
cst_id054830,
cst_id051715,cc_cst_no036473
cst_id023830,cc_cst_no041218
cst_id047923,cc_cst_no020441
cst_id067886,cc_cst_no045217
cst_id043823,cc_cst_no015961
cst_id041718,cc_cst_no038897
cst_id066368,
cst_id065639,cc_cst_no042253
cst_id056211,cc_cst_no032335
cst_id010176,cc_cst_no022097
cst_id050813,cc_cst_no048389
cst_id013172,cc_cst_no021174
cst_id025379,cc_cst_no007214
cst_id012049,cc_cst_no021388
cst_id032447,cc_cst_no049677
cst_id032447,cc_cst_no069198
cst_id003476,
cst_id022505,cc_cst_no003043
cst_id017162,cc_cst_no028446
cst_id017162,cc_cst_no061292
cst_id059170,cc_cst_no065694
cst_id002947,cc_cst_no018634
cst_id001145,cc_cst_no014004
cst_id035740,
cst_id060244,cc_cst_no036742
cst_id074636,
cst_id074545,
cst_id024263,cc_cst_no019894
cst_id071808,cc_cst_no046823
cst_id034961,cc_cst_no010506
cst_id018347,cc_cst_no025341
cst_id006924,cc_cst_no001973
cst_id041993,cc_cst_no014932
cst_id022256,cc_cst_no001629
cst_id048291,cc_cst_no019897
cst_id048291,cc_cst_no059671
cst_id056971,cc_cst_no060126
cst_id056971,cc_cst_no025881
cst_id049024,cc_cst_no025800
cst_id066514,cc_cst_no051109
cst_id051805,cc_cst_no039808
cst_id061863,
cst_id003500,cc_cst_no035731
cst_id051008,cc_cst_no027316
cst_id033156,cc_cst_no010171
cst_id058509,cc_cst_no044929
cst_id064502,cc_cst_no070198
cst_id021962,cc_cst_no021062
cst_id021962,cc_cst_no064523
cst_id077436,
cst_id060488,
cst_id042178,cc_cst_no037534
cst_id042178,cc_cst_no065627
cst_id071525,cc_cst_no046693
cst_id030849,cc_cst_no022453
cst_id058062,cc_cst_no062854
cst_id011729,cc_cst_no035126
cst_id011729,cc_cst_no064458
cst_id019622,cc_cst_no067150
cst_id019622,cc_cst_no041689
cst_id033388,cc_cst_no009801
cst_id033388,cc_cst_no062021
cst_id030579,
cst_id001216,cc_cst_no008516
cst_id010618,cc_cst_no029918
cst_id010618,cc_cst_no061978
cst_id053791,
cst_id059568,cc_cst_no028611
cst_id017866,cc_cst_no010891
cst_id070317,
cst_id012722,cc_cst_no014594
cst_id046981,cc_cst_no054401
cst_id006304,cc_cst_no002517
cst_id017218,
cst_id033824,cc_cst_no035924
cst_id025703,
cst_id052292,cc_cst_no056470
cst_id005742,cc_cst_no005735
cst_id029887,cc_cst_no017463
cst_id030707,cc_cst_no064974
cst_id030707,cc_cst_no036256
cst_id053263,cc_cst_no021552
cst_id062686,cc_cst_no048061
cst_id050228,cc_cst_no032350
cst_id050228,cc_cst_no063204
cst_id005191,cc_cst_no060468
cst_id075544,
cst_id043577,cc_cst_no014101
cst_id005275,cc_cst_no006015
cst_id007638,cc_cst_no015409
cst_id007638,cc_cst_no069234
cst_id072212,
cst_id037724,cc_cst_no013787
cst_id050439,cc_cst_no061269
cst_id050439,cc_cst_no028393
cst_id007082,cc_cst_no035357
cst_id041881,cc_cst_no061536
cst_id041881,cc_cst_no029054
cst_id020999,cc_cst_no032071
cst_id044303,cc_cst_no050675
cst_id023722,cc_cst_no007407
cst_id070468,
cst_id026014,cc_cst_no066619
cst_id026014,cc_cst_no024323
cst_id024380,cc_cst_no059721
cst_id024380,cc_cst_no017022
cst_id076417,
cst_id027388,cc_cst_no045202
cst_id038166,cc_cst_no044056
cst_id044525,cc_cst_no041468
cst_id004431,cc_cst_no000665
cst_id074016,cc_cst_no069549
cst_id074016,cc_cst_no050466
cst_id062228,cc_cst_no032160
cst_id062228,cc_cst_no063092
cst_id008353,cc_cst_no053254
cst_id058881,
cst_id050610,cc_cst_no045094
cst_id073811,
cst_id052646,
cst_id046109,
cst_id035202,cc_cst_no020764
cst_id031175,cc_cst_no058197
cst_id031175,cc_cst_no017890
cst_id013505,cc_cst_no026905
cst_id021274,cc_cst_no039753
cst_id030783,cc_cst_no045421
cst_id030783,cc_cst_no063912
cst_id043010,
cst_id060565,cc_cst_no029753
cst_id021173,cc_cst_no042286
cst_id056186,cc_cst_no043295
cst_id043822,cc_cst_no060615
cst_id043822,cc_cst_no037345
cst_id064365,
cst_id064078,
cst_id013446,cc_cst_no006483
cst_id076135,cc_cst_no052759
cst_id038693,cc_cst_no065292
cst_id038693,cc_cst_no036893
cst_id037217,
cst_id035469,cc_cst_no011961
cst_id056788,
cst_id038846,cc_cst_no058153
cst_id038846,cc_cst_no016000
cst_id019400,cc_cst_no006602
cst_id063429,cc_cst_no043601
cst_id063429,cc_cst_no068721
cst_id038175,cc_cst_no039306
cst_id054407,cc_cst_no031122
cst_id054407,cc_cst_no060016
cst_id066306,
cst_id000226,cc_cst_no017123
cst_id017089,cc_cst_no017688
cst_id017089,cc_cst_no060282
cst_id036259,cc_cst_no011069
cst_id030390,cc_cst_no001526
cst_id075116,
cst_id059516,cc_cst_no028516
cst_id059516,cc_cst_no061322
cst_id003494,cc_cst_no060974
cst_id003494,cc_cst_no006612
cst_id050658,cc_cst_no039480
cst_id050658,cc_cst_no066291
cst_id031954,cc_cst_no032673
cst_id017598,
cst_id019455,cc_cst_no072352
cst_id046963,cc_cst_no046658
cst_id021963,cc_cst_no051845
cst_id019771,cc_cst_no014849
cst_id067867,cc_cst_no040897
cst_id007171,cc_cst_no027827
cst_id040932,cc_cst_no012927
cst_id021079,cc_cst_no064740
cst_id021079,cc_cst_no035690
cst_id010829,cc_cst_no007584
cst_id010829,cc_cst_no068418
cst_id004098,cc_cst_no018971
cst_id013085,cc_cst_no023041
cst_id027212,cc_cst_no020525
cst_id048074,cc_cst_no017352
cst_id071729,cc_cst_no070892
cst_id071729,cc_cst_no054487
cst_id011433,cc_cst_no025974
cst_id032418,cc_cst_no037783
cst_id028676,cc_cst_no022669
cst_id020751,cc_cst_no046194
cst_id054895,
cst_id031925,cc_cst_no023732
cst_id031925,cc_cst_no061829
cst_id029756,cc_cst_no017303
cst_id007714,cc_cst_no019882
cst_id007714,cc_cst_no061647
cst_id061605,cc_cst_no052327
cst_id052416,cc_cst_no038266
cst_id070931,
cst_id063460,cc_cst_no033998
cst_id032591,
cst_id075438,
cst_id066439,cc_cst_no056266
cst_id006354,cc_cst_no069990
cst_id006354,cc_cst_no051600
cst_id011177,cc_cst_no058798
cst_id011177,cc_cst_no023270
cst_id074832,
cst_id030823,cc_cst_no011220
cst_id019394,cc_cst_no013845
cst_id000024,cc_cst_no000081
cst_id010034,cc_cst_no000340
cst_id053651,cc_cst_no054818
cst_id053651,cc_cst_no071260
cst_id043529,cc_cst_no014080
cst_id043529,cc_cst_no058607
cst_id023962,cc_cst_no033405
cst_id063879,cc_cst_no042722
cst_id036733,cc_cst_no048625
cst_id072126,
cst_id059945,
cst_id075999,
cst_id066086,cc_cst_no038062
cst_id045238,cc_cst_no022763
cst_id058286,
cst_id021484,cc_cst_no061806
cst_id068858,cc_cst_no043998
cst_id061198,cc_cst_no030576
cst_id059836,
cst_id041633,
cst_id000376,cc_cst_no022599
cst_id051268,cc_cst_no034395
cst_id008904,cc_cst_no057958
cst_id008904,cc_cst_no048603
cst_id054298,cc_cst_no038667
cst_id014686,
cst_id012311,cc_cst_no003436
cst_id056428,cc_cst_no033670
cst_id071678,cc_cst_no050629
cst_id026883,cc_cst_no024232
cst_id069518,cc_cst_no052820
cst_id005816,cc_cst_no004168
cst_id045335,cc_cst_no051489
cst_id071250,cc_cst_no045804
cst_id035425,cc_cst_no061900
cst_id035425,cc_cst_no022346
cst_id008538,cc_cst_no013162
cst_id053321,
cst_id020301,
cst_id072240,
cst_id075164,
cst_id020755,cc_cst_no017367
cst_id064790,cc_cst_no035933
cst_id044684,cc_cst_no065582
cst_id044684,cc_cst_no037433
cst_id050860,cc_cst_no026463
cst_id050860,cc_cst_no060542
cst_id054568,cc_cst_no042405
cst_id076474,
cst_id007832,cc_cst_no060685
cst_id007832,cc_cst_no012336
cst_id045972,cc_cst_no037149
cst_id045672,
cst_id071117,cc_cst_no073415
cst_id065451,cc_cst_no046014
cst_id006256,cc_cst_no034193
cst_id032089,cc_cst_no016950
cst_id042608,
cst_id035385,cc_cst_no010699
cst_id067778,
cst_id026876,cc_cst_no048659
cst_id026442,
cst_id065399,cc_cst_no055971
